B0026	00 08 17.55	-08 49 26.5	 5.99	 1.034	  9.79	  -34.1	   -35.7
B0027	00 08 23.17	+29 05 27.0	 2.07	-0.038	 33.60	  135.7	  -162.9
B0028	00 09 02.34	+18 12 43.3	 5.57	 1.043	 11.17	  140.9	   -25.6
B0029	00 09 10.09	+59 09 00.8	 2.28	 0.380	 59.89	  523.4	  -180.4
B0030	00 09 21.02	-27 59 16.5	 5.42	 0.414	 14.57	   72.6	   -10.0
B0031	00 09 24.54	-45 44 49.2	 3.88	 1.013	 23.28	  122.2	  -180.1
B0032	00 10 02.18	+11 08 44.9	 5.54	-0.064	 10.04	   29.7	     1.6
B0033	00 10 02.27	-82 13 26.4	 5.29	 1.049	 13.45	  -21.7	   -20.4
B0034	00 10 18.85	-05 14 54.7	 5.84	 0.973	 18.18	   35.0	   -29.0
B0035	00 10 19.24	+46 04 20.2	 5.01	 0.405	  3.24	    4.5	     0.2
B0036	00 10 42.75	-12 34 47.3	 5.84	 1.000	 15.35	  149.4	   -38.2
B0037	00 11 15.91	-15 28 02.4	 4.89	 0.487	 52.94	  -84.2	  -269.3
B0038	00 11 34.42	-27 47 59.2	 5.41	 1.346	  5.61	    4.6	    17.1
B0039	00 11 43.89	-35 08 00.2	 5.24	 0.459	 45.85	  169.0	   113.8
B0040	00 12 09.95	-17 56 17.6	 5.29	 1.478	  5.33	   60.5	   -24.7
B0041	00 13 14.15	+15 11 01.0	 2.83	-0.190	  9.79	    4.7	    -8.2
B0042	00 13 19.55	-84 59 38.5	 5.78	 1.710	  4.00	   11.0	    17.4
B0043	00 13 30.94	+41 02 08.6	 5.71	 0.331	 28.57	 -122.8	  -146.9
B0044	00 13 42.22	-26 01 19.8	 5.94	 1.548	  3.22	   37.6	   -78.7
B0045	00 14 27.59	-07 46 49.9	 5.13	 1.601	  5.21	   61.0	     2.4
B0046	00 14 36.11	+20 12 24.1	 4.79	 1.572	 10.01	   90.7	     1.9
B0047	00 14 38.43	-18 55 57.7	 4.44	 1.640	  6.62	  -27.1	   -73.8
B0048	00 14 54.50	-09 34 10.4	 5.77	-0.084	  9.40	   22.6	    -8.4
B0049	00 16 08.79	-31 26 46.8	 5.66	 1.350	  7.64	  117.9	   -27.1
B0050	00 16 57.05	+61 31 59.5	 5.74	 0.898	  5.08	   -6.0	    -3.5
B0051	00 17 05.54	+38 40 54.0	 4.61	 0.059	 12.88	  -50.0	   -17.9
B0052	00 17 09.04	+47 56 50.7	 5.86	-0.079	  3.42	    4.0	    -4.0
B0053	00 18 19.71	+36 47 07.2	 4.51	 0.054	 23.11	  -66.5	   -42.5
B0054	00 18 38.22	+31 31 02.0	 5.88	-0.014	  6.00	   58.1	    -2.9
B0055	00 19 25.68	-08 49 25.8	 3.56	 1.214	 11.26	  -14.4	   -37.8
B0056	00 20 01.91	-64 52 39.4	 4.23	 0.576	116.38	 1707.6	  1165.4
B0057	00 20 24.39	+30 56 08.2	 5.89	-0.098	  5.60	   15.3	    -0.6
B0058	00 20 35.86	+08 11 24.9	 5.38	 1.343	  8.26	   -4.5	     9.6
B0059	00 20 39.04	-69 37 29.7	 5.50	-0.046	 10.65	   -4.0	    -0.6
B0060	00 20 45.54	+32 54 40.4	 5.79	 1.595	  5.05	  -29.4	   -17.3
B0061	00 21 07.23	+37 58 07.3	 5.16	 0.442	 20.42	   58.3	   -39.6
B0062	00 21 28.74	-77 25 36.7	 5.96	 1.397	  4.68	   14.2	    -6.4
B0063	00 21 31.18	-28 58 52.7	 5.18	 1.006	 10.50	   32.8	   -71.5
B0064	00 21 46.23	-20 03 28.8	 5.61	 1.580	  4.21	   62.6	   -12.8
B0065	00 24 15.64	+52 01 11.7	 5.58	-0.110	  2.38	   13.7	    -4.4
B0066	00 24 47.49	+61 49 51.8	 5.38	 0.008	  4.27	   13.7	    -2.5
B0067	00 25 06.39	+53 02 48.4	 5.72	-0.056	  6.17	   25.8	     0.3
B0068	00 25 24.22	+01 56 23.0	 5.77	 0.855	  5.50	  -14.3	   -12.9
B0069	00 25 39.20	-77 15 18.1	 2.82	 0.618	133.78	 2220.1	   324.4
B0070	00 26 12.12	-43 40 47.7	 3.93	 0.175	 42.51	  106.1	    32.8
B0071	00 26 16.87	-42 18 18.4	 2.40	 1.083	 42.14	  232.8	  -353.6
B0072	00 27 14.69	-25 32 49.7	 5.99	 1.022	  4.86	   32.9	   -15.3
B0073	00 27 55.71	-33 00 25.4	 4.86	 1.634	  5.95	  -20.5	   -50.4
B0074	00 28 02.84	+17 53 35.1	 5.01	 1.584	  6.65	  114.9	    20.5
B0075	00 28 13.59	+44 23 40.2	 5.18	 0.043	 12.32	   84.1	   -15.3
B0076	00 28 26.42	-39 54 53.6	 5.42	 1.556	  7.86	  135.9	   -41.4
B0077	00 30 02.35	-03 57 26.3	 5.72	 1.545	  3.82	    8.6	   -14.5
B0078	00 30 07.34	+29 45 06.1	 5.20	 0.271	 17.62	   43.6	   -57.2
B0079	00 30 19.91	+59 58 39.2	 5.94	-0.003	  4.54	   16.3	    -3.9
B0080	00 30 22.67	-23 47 15.8	 5.17	 0.128	 18.08	  -26.9	    14.0
B0081	00 30 25.97	-48 12 52.9	 5.67	 0.367	 22.19	  163.4	   -87.3
B0082	00 31 24.86	-48 48 12.8	 4.76	 0.018	 18.97	  140.7	    19.5
B0083	00 31 25.61	+33 34 54.1	 5.88	 1.133	  6.98	   49.6	   -16.3
B0084	00 31 32.56	-62 57 29.1	 4.36	-0.064	 23.35	   82.5	   -54.4
B0085	00 31 33.36	-62 57 55.6	 4.53	 0.147	 18.95	   88.0	   -45.8
B0086	00 31 41.21	+52 50 22.4	 5.59	 1.163	  8.29	  -55.3	   -13.1
B0087	00 31 46.32	+54 31 20.4	 4.74	-0.098	  9.20	   40.8	   -14.8
B0088	00 32 23.75	+06 57 19.6	 5.69	-0.014	 12.36	   45.9	     3.5
B0089	00 32 35.40	+20 17 40.0	 5.38	 1.069	 12.69	  136.8	   -48.1
B0090	00 32 43.79	-63 01 53.0	 5.07	 0.038	 21.52	   86.2	   -49.9
B0091	00 32 59.99	+62 55 54.4	 4.17	 0.130	  0.79	    4.0	    -2.1
B0092	00 33 10.32	+54 53 42.3	 5.93	 1.037	  8.68	   70.1	   -39.4
B0093	00 33 41.06	-29 33 29.5	 5.55	 1.262	  6.56	  -27.9	   -29.3
B0094	00 34 27.62	-52 22 23.5	 5.57	 0.472	 39.03	  227.8	    38.2
B0095	00 35 14.64	-03 35 33.9	 5.20	 0.567	 47.51	  407.7	   -36.5
B0096	00 35 32.75	-00 30 19.7	 5.94	 0.444	 17.97	  143.4	   -61.9
B0097	00 35 41.13	-48 00 02.4	 5.51	 0.461	 27.61	   47.1	  -101.4
B0098	00 36 08.29	+54 10 06.4	 5.08	-0.098	  6.45	   23.0	    -1.5
B0099	00 36 27.34	+60 19 34.4	 5.78	 0.294	  0.97	    3.0	    -1.1
B0100	00 36 46.47	+44 29 18.6	 5.14	 1.587	  4.97	  -36.7	    31.8
B0101	00 36 47.31	+15 13 54.3	 5.89	-0.146	  3.81	    0.9	   -14.2
B0102	00 36 52.84	+33 43 09.7	 4.34	-0.123	  4.97	   15.2	    -3.6
B0103	00 36 58.27	+53 53 49.0	 3.69	-0.196	  5.46	   17.8	    -9.2
B0104	00 37 19.79	-24 46 02.0	 5.57	 0.715	 64.38	 1422.1	   -17.1
B0105	00 37 21.23	+35 23 58.2	 5.45	 0.886	  3.19	   -9.2	    -3.6
B0106	00 38 33.50	+29 18 44.5	 4.34	 0.871	 19.34	 -229.4	  -254.1
B0107	00 39 09.89	+49 21 16.5	 5.45	 1.644	  2.45	    7.9	    -2.7
B0108	00 39 19.60	+30 51 40.4	 3.27	 1.268	 32.19	  115.4	   -83.0
B0109	00 39 22.09	+21 15 04.9	 5.88	 0.850	 90.03	 -461.1	  -370.9
B0110	00 39 51.91	-44 47 46.8	 6.00	 1.142	 10.75	   42.7	    16.7
B0111	00 39 55.55	+21 26 18.8	 5.36	 1.160	  7.94	   28.5	   -28.5
B0112	00 40 24.66	-59 27 20.5	 5.89	 0.564	 39.26	  883.3	   443.0
B0113	00 40 30.39	+56 32 14.7	 2.24	 1.170	 14.27	   50.4	   -32.2
B0114	00 40 42.38	-04 21 06.5	 5.90	 1.091	  5.66	  -15.3	   -14.5
B0115	00 41 07.20	+39 27 31.2	 5.30	 0.891	  9.47	  -14.4	    -3.0
B0116	00 41 19.58	-46 05 06.0	 4.59	 0.953	 13.19	  -28.9	     1.0
B0117	00 41 46.30	-56 30 05.2	 5.72	 0.131	 15.29	   90.2	    57.3
B0118	00 42 03.44	+66 08 51.4	 5.83	 1.042	  6.48	   -9.8	    -8.6
B0119	00 42 03.88	+50 30 45.1	 4.80	-0.105	  2.94	   12.3	    -6.5
B0120	00 42 28.30	-65 28 05.3	 5.38	 0.515	 24.59	   54.1	    41.1
B0121	00 42 41.64	-60 15 45.7	 5.99	 1.318	 13.73	  263.7	   -51.7
B0122	00 43 21.24	-57 27 47.2	 4.36	 0.024	 13.57	   -5.2	    15.5
B0123	00 43 28.09	+47 01 28.7	 4.95	 0.170	 18.71	  -24.5	   -37.2
B0124	00 43 35.23	-17 59 12.1	 2.04	 1.019	 34.04	  232.8	    32.7
B0125	00 44 11.41	-10 36 33.4	 4.77	 0.998	 15.54	   -7.0	  -113.9
B0126	00 44 11.92	-38 25 19.1	 5.90	 1.144	  8.76	  247.0	   120.7
B0127	00 44 26.23	+47 51 50.3	 5.66	-0.113	  4.29	  -39.8	     8.5
B0128	00 44 43.50	+48 17 03.8	 4.48	-0.069	  3.60	   17.8	    -7.6
B0129	00 44 44.44	-22 00 22.8	 5.22	 0.350	 35.92	  -66.1	    81.2
B0130	00 44 57.12	-42 40 34.8	 5.94	 0.297	 15.01	  -89.1	   -96.1
B0131	00 45 17.20	+55 13 17.1	 5.41	 0.022	  9.28	  -28.4	    -5.3
B0132	00 45 39.11	+74 59 17.3	 5.64	 0.078	 11.24	  -14.9	   -21.9
B0133	00 45 45.43	-47 33 07.8	 5.80	 0.635	 66.92	  184.0	    78.4
B0134	00 46 11.63	-22 31 19.4	 5.49	 0.978	  9.78	  197.1	   -12.2
B0135	00 46 32.98	+15 28 32.2	 5.36	 1.559	  5.55	  -29.4	   -44.2
B0136	00 47 01.43	+11 58 26.2	 5.51	 0.987	 12.45	   53.8	   -35.1
B0137	00 47 20.39	+24 16 02.6	 4.08	 1.100	 17.98	 -101.2	   -81.9
B0138	00 47 23.62	+06 44 27.5	 5.98	 0.941	  7.16	   14.4	   -10.3
B0139	00 47 43.20	-18 03 41.1	 5.70	 1.300	  8.11	   30.2	    34.4
B0140	00 47 46.02	+74 50 51.3	 5.42	-0.066	  4.06	   15.0	    -5.9
B0141	00 48 01.05	-21 43 20.9	 5.57	-0.058	  6.72	   25.0	    -7.2
B0142	00 48 08.88	+72 40 28.0	 5.86	 1.010	 14.65	  133.7	     9.9
B0143	00 48 17.34	+07 17 59.7	 5.92	 1.104	  4.93	  111.6	     3.4
B0144	00 48 22.53	+05 17 00.2	 5.74	 0.890	134.04	  758.0	 -1141.2
B0145	00 48 35.12	-74 55 24.1	 5.09	 1.345	 15.94	  133.2	   -34.6
B0146	00 48 40.90	+07 35 06.7	 4.44	 1.500	 10.69	   83.1	   -50.5
B0147	00 48 49.99	+50 58 05.5	 4.90	-0.091	  8.37	   30.3	    -9.8
B0148	00 48 58.71	+16 56 28.1	 5.07	 0.502	 41.80	   -2.3	  -201.6
B0149	00 49 05.10	+57 48 59.6	 3.46	 0.587	167.99	 1087.1	  -559.6
B0150	00 49 13.90	-24 08 11.5	 5.90	 0.944	 17.70	   77.5	   -59.6
B0151	00 49 25.55	-13 33 39.7	 5.59	 1.325	 10.02	  103.3	  -105.8
B0152	00 49 48.83	+41 04 44.2	 4.53	-0.136	  4.80	   22.7	   -18.1
B0153	00 49 53.11	+27 42 37.1	 5.55	 0.398	  9.40	   86.5	   -10.2
B0154	00 50 07.72	-10 38 37.6	 5.17	 0.514	 64.69	 -224.7	  -228.4
B0155	00 50 41.13	-50 59 12.9	 5.24	 0.356	 13.06	   63.0	    44.7
B0156	00 50 43.57	+64 14 51.3	 5.35	 0.528	  4.01	   29.4	   -12.8
B0157	00 52 40.60	-24 00 21.3	 5.47	 1.275	  6.52	   37.3	    33.6
B0158	00 53 00.49	-01 08 39.2	 4.78	 1.550	  6.28	    6.5	   -16.3
B0159	00 53 04.28	+61 07 24.8	 4.80	 0.540	 53.85	  -68.5	   169.7
B0160	00 53 37.78	-62 52 16.9	 5.73	 1.574	  5.32	   74.4	     0.7
B0161	00 54 35.22	+19 11 18.4	 5.80	-0.016	  8.88	   11.1	    -7.7
B0162	00 54 52.76	+83 42 26.9	 5.59	 0.105	 13.30	   62.0	   -10.7
B0163	00 54 58.02	+23 37 42.4	 5.46	 1.012	 25.69	  137.1	   -45.6
B0164	00 55 00.19	+58 58 22.1	 4.83	 1.216	  8.02	  -32.2	   -40.7
B0165	00 55 00.30	-69 31 37.1	 5.45	 1.095	 15.52	    7.9	   -43.4
B0166	00 55 42.40	-07 20 49.3	 5.88	 1.520	  6.54	   -7.0	   -44.8
B0167	00 56 01.51	-11 15 59.4	 5.35	 1.505	  6.24	  -26.8	    -8.0
B0168	00 56 40.01	+59 10 52.2	 4.62	 0.957	 15.84	  -92.6	   -45.3
B0169	00 56 42.50	+60 43 00.3	 2.15	-0.046	  5.32	   25.6	    -3.8
B0170	00 56 45.10	+38 29 57.3	 3.86	 0.130	 23.93	  152.8	    36.8
B0171	00 56 46.94	+60 21 46.3	 5.56	-0.054	  5.31	   27.4	    -4.8
B0172	00 57 12.43	+23 25 03.9	 4.40	 0.940	 13.44	  -43.7	   -46.1
B0173	00 57 50.15	+28 59 32.0	 5.44	 1.076	  4.63	    5.3	    -7.8
B0174	00 58 14.19	+33 57 03.8	 5.99	 1.000	 17.19	   35.2	   -71.9
B0175	00 58 31.00	+66 21 06.6	 5.97	-0.008	  8.67	   43.4	   -13.2
B0176	00 58 36.35	-29 21 26.9	 4.30	-0.154	  4.85	   22.4	     6.3
B0177	00 58 43.89	-11 22 47.8	 5.62	 0.949	 10.35	  -33.2	   -15.0
B0178	01 00 03.55	+44 42 47.9	 5.69	-0.010	  7.76	   14.7	   -25.2
B0179	01 01 18.23	-38 54 59.9	 5.59	 1.185	  5.19	   67.0	    49.9
B0180	01 02 26.38	-31 33 07.4	 5.50	 0.083	 14.39	   81.0	    15.2
B0181	01 02 49.09	+31 48 15.6	 5.50	-0.043	  7.87	   15.5	   -30.4
B0182	01 02 49.19	-46 23 50.4	 5.39	 0.900	 13.86	   -2.2	    11.0
B0183	01 02 54.28	+41 20 42.7	 5.95	 0.161	  9.49	  -17.0	   -16.9
B0184	01 02 56.66	+07 53 24.3	 4.27	 0.952	 17.14	  -80.6	    25.9
B0185	01 03 02.60	-04 50 10.9	 5.40	 1.106	  7.95	 -117.0	  -102.9
B0186	01 03 37.01	+61 04 29.4	 5.92	 0.512	  2.16	   -1.5	    -3.0
B0187	01 04 02.39	+52 30 08.3	 5.99	 1.447	  3.29	    1.4	   -61.0
B0188	01 04 19.55	+61 34 48.9	 5.83	 0.569	 12.47	  -79.9	   -24.8
B0189	01 05 05.35	+14 56 45.6	 5.64	 0.420	 18.28	    6.9	    53.3
B0190	01 05 40.93	+21 28 23.6	 5.33	 0.003	 13.67	   44.3	   -14.3
B0191	01 05 41.68	+21 27 55.7	 5.55	-0.048	 14.67	   53.9	   -12.6
B0192	01 06 05.11	-46 43 06.6	 3.32	 0.885	 16.46	  -70.2	    31.6
B0193	01 06 05.13	-09 50 21.7	 5.58	 0.009	  5.48	   31.0	     5.9
B0194	01 07 18.57	-61 46 30.9	 5.36	 0.884	 11.68	   73.8	   -11.2
B0195	01 07 46.12	-09 47 08.1	 5.71	 0.446	 20.97	  149.0	    17.0
B0196	01 07 47.83	-41 29 13.0	 5.21	 0.159	 16.48	   36.0	     7.8
B0197	01 07 57.11	+20 44 21.6	 5.56	 0.121	 20.23	   85.4	   -85.8
B0198	01 08 00.72	+43 56 32.1	 5.04	 0.109	 16.61	  161.0	   -61.3
B0199	01 08 12.92	+54 55 27.2	 5.17	 0.704	132.40	 3421.4	 -1599.3
B0200	01 08 22.34	+05 39 00.8	 5.51	 0.334	 27.84	 -248.4	  -165.5
B0201	01 08 23.06	-55 14 45.0	 3.94	-0.120	 11.66	   21.2	    29.7
B0202	01 08 33.45	+58 15 48.5	 5.77	-0.019	  5.75	   17.1	   -12.4
B0203	01 08 35.26	-10 10 54.9	 3.46	 1.161	 27.73	  215.8	  -138.3
B0204	01 08 44.16	+86 15 25.6	 4.24	 1.213	 10.43	   80.3	   -11.4
B0205	01 09 30.12	+47 14 30.6	 4.26	 0.012	  4.43	    3.8	   -13.0
B0206	01 09 43.80	+35 37 15.0	 2.07	 1.576	 16.36	  175.6	  -112.2
B0207	01 09 49.20	+19 39 30.2	 5.57	 0.697	  8.09	   -4.7	     9.3
B0208	01 10 18.85	+42 04 53.7	 5.67	 0.603	 18.98	 -135.8	   -41.9
B0209	01 10 19.45	+25 27 28.9	 5.81	 1.466	  9.06	    2.9	  -113.8
B0210	01 10 33.56	+02 26 44.6	 5.97	 1.491	  3.63	   -8.7	   -15.9
B0211	01 10 39.27	+68 46 43.3	 5.32	-0.014	 10.26	   35.3	   -27.5
B0212	01 11 05.93	+55 08 59.8	 4.34	 0.170	 23.73	  226.6	   -19.3
B0213	01 11 06.77	+31 25 29.2	 5.15	 0.261	  5.82	   -8.7	   -12.0
B0214	01 11 10.29	+37 43 26.9	 5.80	-0.095	  3.56	  -15.5	    -7.0
B0215	01 11 25.52	+64 12 09.8	 5.56	-0.052	  7.96	   40.9	   -19.3
B0216	01 11 27.19	+21 02 04.8	 4.66	 1.024	  7.42	   41.7	   -10.6
B0217	01 11 39.59	+30 05 23.0	 4.51	 1.092	 20.11	   74.3	   -37.6
B0218	01 11 41.37	+65 01 08.0	 5.57	-0.072	  8.99	   23.9	   -12.9
B0219	01 11 43.54	-02 15 03.7	 5.93	 1.403	  7.40	  -57.8	   -22.2
B0220	01 12 16.51	+79 40 26.3	 5.60	 0.008	 11.98	   95.8	    -4.9
B0221	01 12 45.37	-37 51 23.1	 5.95	 0.281	 13.62	   89.0	   -30.8
B0222	01 13 43.80	+07 34 31.8	 5.21	 0.320	 22.09	  141.7	   -55.6
B0223	01 13 44.94	+24 35 01.6	 4.67	 1.047	  8.64	   18.6	   -21.3
B0224	01 14 07.65	+16 08 00.8	 5.97	-0.082	  6.52	  -30.6	   -26.2
B0225	01 14 23.97	-07 55 24.6	 5.14	 0.448	 41.01	  123.7	   277.6
B0226	01 14 49.18	-00 58 27.5	 5.70	 0.428	 22.79	  -14.6	   205.4
B0227	01 15 10.57	-45 31 55.5	 4.97	 0.571	 66.43	  664.5	   178.1
B0228	01 15 45.50	-68 52 34.5	 4.25	 0.480	 48.94	  411.1	   127.4
B0229	01 16 11.90	+71 44 37.8	 5.87	 2.042	  0.22	   -1.6	    -1.2
B0230	01 16 36.35	-02 30 00.8	 5.42	 0.888	 12.74	 -100.6	   -64.0
B0231	01 17 47.98	+03 36 52.3	 5.13	 0.071	 14.83	  -48.4	   -22.4
B0232	01 19 27.98	+27 15 50.7	 4.74	 0.032	 10.49	   26.2	   -11.6
B0233	01 19 48.29	-00 30 32.4	 5.87	 0.635	  8.27	    5.3	   -13.9
B0234	01 20 04.92	+58 13 53.8	 4.95	 0.683	  1.40	   -1.3	    -2.2
B0235	01 21 07.35	+28 44 18.2	 5.23	 1.396	  9.49	   28.5	   -75.2
B0236	01 22 20.39	+45 31 43.5	 4.87	 1.077	 16.68	   32.2	     8.7
B0237	01 23 24.95	+20 28 08.4	 5.97	 1.677	  3.94	   -5.6	    -9.3
B0238	01 23 30.97	-30 56 43.8	 5.84	 1.612	  3.67	  -15.5	   -45.8
B0239	01 23 40.56	+37 42 54.0	 5.60	 0.276	 15.43	   81.8	   -19.6
B0240	01 24 01.45	-08 10 57.9	 3.60	 1.065	 28.48	  -78.4	  -206.9
B0241	01 24 20.48	-06 54 52.8	 5.92	 0.407	 22.33	   31.1	     5.1
B0242	01 24 40.77	-41 29 32.9	 5.42	 1.030	 13.22	   16.9	   -36.9
B0243	01 25 05.28	-64 22 10.0	 5.92	 1.561	  3.23	   23.1	   -17.1
B0244	01 25 37.21	-14 35 55.5	 4.90	 1.231	 11.31	   42.5	   -17.2
B0245	01 25 48.60	+60 14 07.5	 2.66	 0.160	 32.81	  297.2	   -49.5
B0246	01 25 55.90	+68 07 47.8	 4.72	 1.047	 16.89	   75.1	    26.8
B0247	01 26 15.28	+19 10 20.4	 5.35	 0.395	 38.35	  -26.8	    10.2
B0248	01 26 18.60	+43 27 28.4	 5.98	 0.520	 24.21	  108.3	   -60.5
B0249	01 26 41.65	+19 14 26.0	 5.50	 1.106	 10.63	   50.8	   -58.7
B0250	01 26 51.56	-13 03 23.5	 5.51	 0.321	 27.55	   14.5	     9.0
B0251	01 27 39.09	+45 24 25.0	 4.83	 0.421	 35.33	  357.0	  -109.3
B0252	01 28 21.94	-43 19 03.8	 3.41	 1.542	 13.94	  -18.2	  -207.7
B0253	01 29 36.10	-21 37 45.6	 5.11	 0.028	 14.72	   55.6	     3.2
B0254	01 30 06.10	+47 00 26.6	 5.27	 0.999	 11.26	    0.6	   -42.5
B0255	01 30 10.94	+06 08 38.2	 4.84	 1.372	  9.05	  293.2	   -46.4
B0256	01 30 22.88	-26 12 28.3	 5.92	 1.327	  7.35	   43.7	     1.4
B0257	01 31 13.52	+70 15 53.2	 5.82	 0.489	 34.19	  137.5	   -76.0
B0258	01 31 14.98	-49 04 23.1	 3.93	 0.972	 22.15	  138.2	   154.2
B0259	01 31 28.99	+15 20 45.0	 3.62	 0.974	 11.09	   25.7	    -3.3
B0260	01 31 43.25	-30 16 58.5	 5.79	 1.073	 10.74	   -4.4	   -64.3
B0261	01 32 56.05	-36 51 54.7	 5.49	 1.021	 12.29	    0.1	   -20.3
B0262	01 33 25.71	+58 19 38.4	 5.69	 1.435	  1.67	    3.8	    -4.7
B0263	01 33 42.73	-07 01 30.5	 5.75	 0.639	 33.71	  176.8	   -81.5
B0264	01 33 55.93	+59 13 55.5	 4.68	 0.991	 15.96	  -43.1	   -23.2
B0265	01 34 16.60	+37 14 13.9	 5.90	-0.067	  8.32	   12.6	   -21.0
B0266	01 34 37.72	-15 40 34.9	 5.62	 0.066	 16.32	   94.7	    -2.7
B0267	01 34 49.05	+18 27 38.4	 5.90	 1.536	  5.46	   30.1	   -65.9
B0268	01 35 54.67	+17 26 01.6	 5.95	 0.259	 16.75	  149.2	    21.2
B0269	01 35 58.96	-15 24 00.8	 5.41	 1.226	  5.94	   19.1	    13.5
B0270	01 36 08.43	-29 54 26.8	 5.69	 0.335	 16.13	  119.7	    48.0
B0271	01 36 47.98	+41 24 23.0	 4.10	 0.536	 74.25	 -172.6	  -381.0
B0272	01 37 05.96	+12 08 29.4	 5.54	 0.347	 29.58	  -74.9	    10.0
B0273	01 37 27.78	-84 46 10.7	 5.66	 0.939	  8.94	   34.7	    23.4
B0274	01 37 42.75	-57 14 12.0	 0.45	-0.158	 22.68	   88.0	   -40.1
B0275	01 37 54.98	-82 58 31.0	 5.88	 0.620	 36.86	  122.3	   120.7
B0276	01 37 59.50	+48 37 42.6	 3.59	 1.275	 18.76	   60.9	  -112.4
B0277	01 38 07.56	+57 58 39.5	 5.55	 1.388	  2.86	    3.0	    -5.5
B0278	01 38 27.49	-36 31 40.6	 5.94	 1.045	 10.10	  -13.3	  -122.4
B0279	01 38 30.94	+73 02 24.3	 5.28	 0.972	  7.30	  -11.8	   -13.2
B0280	01 38 51.71	-21 16 31.7	 5.58	 0.346	 14.21	  129.5	    37.1
B0281	01 39 21.02	+44 23 10.1	 5.01	 0.883	 13.46	  -20.5	    14.9
B0282	01 39 40.77	+16 24 21.2	 5.98	 1.119	  7.18	   82.4	   -11.6
B0283	01 39 47.24	-56 11 47.2	 5.76	 0.880	122.75	  286.1	    16.7
B0284	01 40 34.80	+40 34 37.6	 4.96	-0.068	  4.79	   16.7	   -23.5
B0285	01 40 39.56	+43 17 51.9	 5.63	 0.214	 12.15	  111.1	   -31.6
B0286	01 41 25.91	+05 29 15.4	 4.45	 1.347	  8.86	  -22.7	     3.6
B0287	01 41 39.24	+30 02 49.7	 5.97	 1.015	  6.23	   -8.1	    -6.5
B0288	01 41 44.80	-11 19 25.2	 5.75	 0.443	 26.83	   60.1	  -411.7
B0289	01 41 46.52	+42 36 49.7	 4.96	 0.618	 79.09	  791.4	  -180.2
B0290	01 41 47.95	-60 47 21.3	 5.70	 1.264	  8.79	   12.8	   -40.5
B0291	01 42 03.02	-36 49 56.2	 5.70	-0.010	 10.71	  -29.3	   -16.7
B0292	01 42 03.45	+35 14 44.8	 5.63	-0.059	 12.61	   49.4	   -24.7
B0293	01 42 08.65	-32 19 36.7	 5.25	 1.044	 15.02	  -74.8	   -46.4
B0294	01 42 20.44	+68 02 35.0	 5.57	-0.049	  7.34	   53.1	   -10.3
B0295	01 42 29.15	-53 44 26.1	 5.52	 0.551	 57.63	  167.0	  -106.7
B0296	01 42 29.95	+20 16 12.5	 5.24	 0.836	133.91	 -302.1	  -677.4
B0297	01 42 43.52	-03 41 24.4	 4.98	 1.378	  2.71	  -11.7	   -34.4
B0298	01 42 55.73	+70 37 21.2	 5.18	-0.022	 11.62	   76.6	   -13.6
